class,term,week,subject,topic,agegroup,context,generated
Year 3,Noel Term,5,Basic Science,"Metamorphosis in insects : complete and incomplete",7-8,"",false
Year 3,Noel Term,6,Basic Science,"Light energy: meaning, sources, uses and reflection",7-8,"",false
Year 3,Noel Term,7,Basic Science,"Measurement of time, Instruments and units of measurement",7-8,"",false
Year 3,Noel Term,8,Basic Science,"Ecosystem: meaning, food chain, food web and relationship in ecosystem",7-8,"",false
Year 3,Noel Term,9,Basic Science,"Pollution: meaning, types, effects and control, pollutants and sources",7-8,"",false
Year 3,Noel Term,1,Christian Religious Knowledge,"God calls us for a purpose -- The story of the call of Abraham (Gen12:1-3;4-9)",7-8,"",false
Year 3,Noel Term,2,Christian Religious Knowledge,"God calls us for a purpose -- Benefits of obedience to God's call ( Luke 5:1-11, Gen 12:10-20)",7-8,"",false
Year 3,Noel Term,3,Christian Religious Knowledge,"God's promise: (a) God fulfil His promises to Abraham (Gen 12:1-9;28:10-15) (b) God fulfil His promises of the savior Emmanuel ( Matthew 1:23), Meaning of Emmanuel",7-8,"",false
Year 3,Noel Term,4,Christian Religious Knowledge,"The promise of a saviour, Isaiah prophesy about Jesus, Types of saviour the Jews were expecting, Types of saviour Jesus is: Suffering Messiah",7-8,"",false
Year 3,Noel Term,5,Christian Religious Knowledge,"Deliverance from Egypt: (a)Crossing the Red sea ( Exodus 1:8-22; 4:1-7; 14:23-28) (b)The Passover (Ex 12:1-50) (c) Entering into the promise land ( Joshua 3:1-17; 4:1-24) (d) Moses and the bronze serpent in the wilderness (Num 21:4-9, John 3:14-16)",7-8,"",false
Year 3,Noel Term,6,Christian Religious Knowledge,"We are children of one Father (a) The fatherhood of God ( John 1:12; 3:16) (b) The brotherhood of man ( Matthew 5:21-24) (c) The significance of being in Christ ( John 13:34-35)",7-8,"",false
Year 3,Noel Term,7,Christian Religious Knowledge,"The prophecy of the coming of our savior (a) The promise of the savior ( Matthew 1:23, Isaiah 7:14; 9:6-7,11:1-5) (b) The announcement of the coming of the Lord (Isaiah 9:6, Micah 5:2-4)",7-8,"",false
Year 3,Noel Term,8,Christian Religious Knowledge,"The birth of Christ ( Luke 2:1-16, Matthew 2:1-15) (a) Significance of the savior ( Matthew 1:21, John 3:16-17; 10:10) (b) The type of savior the Jews were expecting (Acts1:6, John 18:36)",7-8,"",false
Year 3,Noel Term,9,Christian Religious Knowledge,"The coming of the Holy spirit (Acts 2:1-14, Mark 16:17) (a) The work of the Holy spirit on the apostles -- Boldness, Power, Healing, Comfort, Protection, Deliverance and Teaching (b) The works of the Holy spirit ( John 14:12;16:12-14) (c) The promise of the comforter (Acts 1:8,John 14:16)",7-8,"",false
Year 3,Noel Term,1,Citizenship,"Governance: meaning, characteristics of good governance and importance",7-8,"",false
Year 3,Noel Term,2,Citizenship,"Government: meaning, arms of government ( components and their functions)",7-8,"",false
Year 3,Noel Term,3,Citizenship,"Government: levels of government ( components and their functions",7-8,"",false
Year 3,Noel Term,4,Citizenship,"Government: forms of government -- democracy, monarchy, oligarchy, bureaucracy, theocracy, aristocracy etc",7-8,"",false
Year 3,Noel Term,5,Citizenship,"Democracy and democratic countries: meaning and examples",7-8,"",false
Year 3,Noel Term,6,Citizenship,"National values: meaning of values, meaning of national values, examples of national values, the need to imbibe values in the society",7-8,"",false
Year 3,Noel Term,7,Citizenship,"Constituted authority: meaning, types and respect for constituted authority",7-8,"",false
Year 3,Noel Term,8,Citizenship,"Communities in Nigeria: meaning, types and roles of community members",7-8,"",false
Year 3,Noel Term,9,Citizenship,"Peaceful coexistence: meaning, reasons and importance",7-8,"",false
Year 3,Noel Term,1,Computer Studies,"Generation of computer",7-8,"",false
Year 3,Noel Term,2,Computer Studies,"Data and information: meaning, relationships between data and information",7-8,"",false
Year 3,Noel Term,3,Computer Studies,"Data processing: meaning, steps involved in data processing, data processing, information as end of results of data processing",7-8,"",false
Year 3,Noel Term,4,Computer Studies,"Database: meaning, types and importance",7-8,"",false
Year 3,Noel Term,5,Computer Studies,"Computer hardware: meaning and examples",7-8,"",false
Year 3,Noel Term,6,Computer Studies,"Hardware components: meaning, classes - input and output devices",7-8,"",false
Year 3,Noel Term,7,Computer Studies,"Converting soft copy data into digital data ( scanner as an input devices)",7-8,"",false
Year 3,Noel Term,8,Computer Studies,"Computer memory: RAM and ROM",7-8,"",false
Year 3,Noel Term,9,Computer Studies,"Microphone and the digital camera as an input devices",7-8,"",false
Year 3,Noel Term,1,Creative Writing,"Varied ending of stories -- My summer holiday",7-8,"",false
