class,term,week,subject,topic,agegroup,context,generated
Year 3,Summer Term,5,Computer Studies,"Computer Studies icons: discovering Computer Studies icons, common icons, Computer Studies desktop and practical",7-8,"",true
Year 3,Summer Term,6,Computer Studies,"The recycle bin: meaning and features of a recycle bin",7-8,"",true
Year 3,Summer Term,7,Computer Studies,"Floppy disk: identification, description of the floppy diskette and types of diskette",7-8,"",true
Year 3,Summer Term,8,Computer Studies,"Introduction to word processing programs: meaning and examples of word processing",7-8,"",true
Year 3,Summer Term,9,Computer Studies,"Practical",7-8,"",true
Year 3,Calvary Term,1,Cultural and Creative Arts,"Colour: meaning, primary and secondary colors, uses of color, colour wheel on primary colour)",7-8,"",true
Year 3,Calvary Term,2,Cultural and Creative Arts,"Modelling: definition, media for modelling and uses",7-8,"",true
Year 3,Calvary Term,3,Cultural and Creative Arts,"Drawing: meaning, shading, importance",7-8,"",true
Year 3,Calvary Term,4,Cultural and Creative Arts,"Card making and activities: valentine card, Easter card and decorations",7-8,"",true
Year 3,Calvary Term,5,Cultural and Creative Arts,"Traditional dance in Nigeria ( examples of some traditional dance in Nigeria)",7-8,"",true
Year 3,Calvary Term,6,Cultural and Creative Arts,"Texture in arts ( meaning of texture in arts, types of texture, uses of texture)",7-8,"",true
Year 3,Calvary Term,7,Cultural and Creative Arts,"Local instruments (meaning, classification of local instruments e.g idiophones, membranophone, chordophones e.t.c",7-8,"",true
Year 3,Calvary Term,8,Cultural and Creative Arts,"Fabric decorations ( meaning of fabric, concept of making adire, materials needed, production of adire)",7-8,"",true
Year 3,Calvary Term,9,Cultural and Creative Arts,"Drama practical ( meaning of drama, introduction to staging play, drama on good behavior)",7-8,"",true
Year 3,Summer Term,1,Cultural and Creative Arts,"Textile pattern design and traditional fabrics: meaning and types of traditional fabrics",7-8,"",true
Year 3,Summer Term,2,Cultural and Creative Arts,"Importance of traditional fabrics, drawing of traditional fabrics",7-8,"",true
Year 3,Summer Term,3,Cultural and Creative Arts,"Traditional fashion accessories: meaning, types and importance",7-8,"",true
Year 3,Summer Term,4,Cultural and Creative Arts,"Drawing and painting fashion accessories ( practical)",7-8,"",true
Year 3,Summer Term,5,Cultural and Creative Arts,"Fabrics design (batik): meaning and tools for batik",7-8,"",true
Year 3,Summer Term,6,Cultural and Creative Arts,"Practical: bead and crown making",7-8,"",true
Year 3,Summer Term,7,Cultural and Creative Arts,"Paper Mache : meaning, tools and materials",7-8,"",true
Year 3,Summer Term,8,Cultural and Creative Arts,"Paper Mache: practical",7-8,"",true
Year 3,Calvary Term,1,Geography,"ECOWAS countries: capital and their leaders (aims and objectives)",7-8,"",true
Year 3,Calvary Term,2,Geography,"Nations and their currencies ( explanation and examples)",7-8,"",true
Year 3,Calvary Term,3,Geography,"Nations and the country code ( meaning and examples)",7-8,"",true
Year 3,Calvary Term,4,Geography,"Vegetational belts in west Africa",7-8,"",true
Year 3,Calvary Term,5,Geography,"Lakes and rivers in west Africa",7-8,"",true
Year 3,Calvary Term,6,Geography,"Map of Africa ( diagram Identification)",7-8,"",true
