class,term,week,subject,topic,agegroup,context,generated
Year 5,Calvary Term,5,History,"Islamic religion: origin of Islam, agent of Islam and dominate areas of Islam",9-10,"",true
Year 5,Calvary Term,6,History,"Christianity in Nigeria: origin of Christianity in Nigeria, dominate areas of Christianity, early Christian missionaries and their roles",9-10,"",true
Year 5,Calvary Term,7,History,"Civil war in Africa",9-10,"",true
Year 5,Calvary Term,8,History,"Military rule: period of military rule in Nigeria",9-10,"",true
Year 5,Calvary Term,9,History,"Military heads of states in Nigeria: Aguyi Ironsi, Yakubu Gowon, Muritala Mohammed, Olusegun Obasanjo e.t.c",9-10,"",true
Year 5,Summer Term,1,History,"The Trans- Sahara trade and rout: the importance and decline of the trade",9-10,"",true
Year 5,Summer Term,2,History,"Traditional occupation in the locality- farming, fishing, carving e.t.c, importance of traditional occupation in the locality",9-10,"",true
Year 5,Summer Term,3,History,"History of NYSC",9-10,"",true
Year 5,Summer Term,4,History,"FESTAC 77''",9-10,"",true
Year 5,Summer Term,5,History,"The story of some beliefs of the past on the origin of man",9-10,"",true
Year 5,Summer Term,6,History,"The cross Atlantic trade",9-10,"",true
Year 5,Summer Term,7,History,"The United National (UN): meaning, organs, members state, aims and objectives",9-10,"",true
Year 5,Summer Term,8,History,"Human Rights Commission",9-10,"",true
Year 5,Summer Term,9,History,"SDG -- meaning, aims and objectives",9-10,"",true
Year 5,Calvary Term,1,Home Economics,"Food preservation and packaging: meaning, importance and ways",9-10,"",true
Year 5,Calvary Term,2,Home Economics,"Entertainment: meaning, importance and how to entertain people",9-10,"",true
Year 5,Calvary Term,3,Home Economics,"Family relationships and family tree",9-10,"",true
Year 5,Calvary Term,4,Home Economics,"Sewing machine: meaning, parts and their uses",9-10,"",true
Year 5,Calvary Term,5,Home Economics,"Food safety: meaning, reasons for food safety, dangerous of poor food safety",9-10,"",true
Year 5,Calvary Term,6,Home Economics,"Food contamination: meaning and importance, diseases/illness caused by food contamination",9-10,"",true
Year 5,Calvary Term,7,Home Economics,"Healthy living: meaning and importance",9-10,"",true
Year 5,Calvary Term,8,Home Economics,"Special dishes: meaning, examples, types and importance ( continental dishes)",9-10,"",true
Year 5,Calvary Term,9,Home Economics,"Practical (continental dishes)",9-10,"",true
Year 5,Summer Term,1,Home Economics,"Manicure and pedicure- meaning, tools and importance",9-10,"",true
Year 5,Summer Term,2,Home Economics,"Simple sewing tools and equipment: meaning of sewing, tools and equipment used in sewing",9-10,"",true
Year 5,Summer Term,3,Home Economics,"Stitches",9-10,"",true
Year 5,Summer Term,4,Home Economics,"Knitting and crocheting",9-10,"",true
Year 5,Summer Term,5,Home Economics,"Making some relevant article: making of aprons",9-10,"",true
Year 5,Summer Term,6,Home Economics,"Pastries: making doughnuts, puff-puff, buns, meat pie, fish pie, eggroll, sausage rolls",9-10,"",true
Year 5,Summer Term,7,Home Economics,"Physical development: stages of child development, early childhood stage of development, child hood proper stage of development, adolescent stage of development",9-10,"",true
