class,term,week,subject,topic,agegroup,context,generated
Year 2,Calvary Term,1,Computer Studies,"Introduction to computers: learning how to turn the computer on and off, introduction to desktop, icons and their functions",6-7,"",true
Year 2,Calvary Term,2,Computer Studies,"Basic computer skills: using the mouse ( clicking and dragging), typing simple words and sentences using the keyboard, understanding the functions of the enter and space bar keys",6-7,"",true
Year 2,Calvary Term,3,Computer Studies,"Computer network: meaning, types and importance",6-7,"",true
Year 2,Calvary Term,4,Computer Studies,"The introduction of internet as a computer network ( meaning and uses of internet)",6-7,"",true
Year 2,Calvary Term,5,Computer Studies,"The internet: online safety rules for young learners, trusted websites for educational purposes",6-7,"",true
Year 2,Calvary Term,6,Computer Studies,"Websites: meaning, components and types",6-7,"",true
Year 2,Calvary Term,7,Computer Studies,"System unit: meaning and components",6-7,"",true
Year 2,Calvary Term,8,Computer Studies,"The motherboard: unit of motherboard, functions of motherboard",6-7,"",true
Year 2,Calvary Term,9,Computer Studies,"Control unit: identification of parts, uses of part",6-7,"",true
Year 2,Summer Term,1,Computer Studies,"Storage devices in Computer Studies: meaning and why Computer Studies needs storage devices",6-7,"",true
Year 2,Summer Term,2,Computer Studies,"Types of storage devices",6-7,"",true
Year 2,Summer Term,3,Computer Studies,"The usefulness of storage devices in Computer Studies",6-7,"",true
Year 2,Summer Term,4,Computer Studies,"System unit: meaning and components",6-7,"",true
Year 2,Summer Term,5,Computer Studies,"C.P.U: meaning, parts and components",6-7,"",true
Year 2,Summer Term,6,Computer Studies,"Disk drive: meaning, types and uses; do's and don't when using disk drive",6-7,"",true
Year 2,Summer Term,7,Computer Studies,"Information technology: meaning and importance",6-7,"",true
Year 2,Summer Term,8,Computer Studies,"Information technology devices -- types and uses of IT devices",6-7,"",true
Year 2,Summer Term,9,Computer Studies,"Computer Studies abbreviation e.g WWW, http, RAM, ROM, CPU, GIGO, CD, DVD",6-7,"",true
Year 2,Calvary Term,1,Cultural and Creative Arts,"Modelling ( meaning, media for modelling, importance)",6-7,"",true
Year 2,Calvary Term,2,Cultural and Creative Arts,"Imaginative composition ( meaning and types of imaginative composition)",6-7,"",true
