class,term,week,subject,topic,agegroup,context,generated
Jss 1,Calvary Term,8,Cultural and Creative Arts,"Functions of Drama",10-11,"Learning drama functions: education (teaching values), information, entertainment, therapeutic healing, community development",true
Jss 1,Calvary Term,9,Cultural and Creative Arts,"Elements of Drama",10-11,"Identifying drama elements: script/plot, characters, stage/setting, audience, sound/music, lights; creating and recognizing elements",true
Jss 1,Calvary Term,10,Cultural and Creative Arts,"Forms and Origin of Drama",10-11,"Understanding comedy and tragedy as basic forms; learning drama originated from mimesis, ritual, and storytelling",true
Jss 1,Summer Term,1,Cultural and Creative Arts,"Playwriting and Playwrights",10-11,"Understanding playwriting; learning about classical, modern, contemporary playwrights; duties of playwright in creating plays",true
Jss 1,Summer Term,2,Cultural and Creative Arts,"The Play Director",10-11,"Learning about director as theatre boss; understanding duties: coordinating production, casting actors, interpreting scripts, blocking movements",true
Jss 1,Summer Term,3,Cultural and Creative Arts,"Costume and Make-up in Drama",10-11,"Understanding costume as clothing/accessories; learning make-up types (straight, character); using powder, lipstick, wigs, chalk",true
Jss 1,Summer Term,4,Cultural and Creative Arts,"Definition and Uses of Dance",10-11,"Understanding dance as body movement in space and time to express ideas; learning dance entertains, informs, enlivens occasions",true
Jss 1,Summer Term,5,Cultural and Creative Arts,"Performing Dance Movements",10-11,"Practicing various dance movements expressing different ideas and emotions; understanding components: movement, space, time, expression",true
Jss 1,Summer Term,6,Cultural and Creative Arts,"Introduction to Choreography",10-11,"Understanding choreography as art of making/arranging dances; learning principles: order, beauty, variety; role of choreographer",true
Jss 1,Summer Term,7,Cultural and Creative Arts,"Contemporary Dance",10-11,"Learning contemporary dance as departure from traditional/ballet; understanding features: individual style, creativity, no fixed movements",true
Jss 1,Summer Term,8,Cultural and Creative Arts,"Performing Contemporary Dance",10-11,"Practicing contemporary dance movements; watching dance videos; performing solo or group contemporary dance pieces",true
Jss 1,Summer Term,9,Cultural and Creative Arts,"Team Work and Sense of Belonging",10-11,"Understanding importance of teamwork; learning how to achieve sense of belonging in community through cooperation and unity",true
Jss 1,Summer Term,10,Cultural and Creative Arts,"Consequences of Fake and Adulterated Goods",10-11,"Understanding fake goods (medicine, food, clothing); learning why people produce them; roles of NAFDAC, SON, NDLEA in prevention",true
Jss 2,Noel Term,1,Agricultural Science,"Farm Structures: Types and Description",11-12,"Understanding farm structures like barns, silos, rhombus, paddocks, fish ponds and their characteristics",true
Jss 2,Noel Term,2,Agricultural Science,"Farm Buildings and Their Uses",11-12,"Learning about farm buildings: poultry houses, pens, stores, offices, utility buildings, security posts and their functions",true
Jss 2,Noel Term,3,Agricultural Science,"Maintenance of Farm Structures and Buildings",11-12,"Understanding methods and importance of maintaining farm structures and buildings to ensure durability and functionality",true
Jss 2,Noel Term,4,Agricultural Science,"Crop Propagation: Meaning and Methods",11-12,"Understanding propagation as plant reproduction; learning sexual (by seed) and asexual (vegetative organs) methods",true
Jss 2,Noel Term,5,Agricultural Science,"Advantages of Seed Propagation",11-12,"Learning benefits of seed propagation: easy to carry, store, procure, and sow for crop production",true
Jss 2,Noel Term,6,Agricultural Science,"Advantages of Vegetative Propagation",11-12,"Understanding benefits: more disease resistant, early maturity, withstands adverse conditions; using stems, roots, leaves",true
Jss 2,Noel Term,7,Agricultural Science,"Disadvantages of Propagation Methods",11-12,"Learning drawbacks of seed propagation (dormancy, reduces consumption) and vegetative propagation (disease transfer, storage issues)",true
Jss 2,Noel Term,8,Agricultural Science,"Cultural Practices in Crop Production",11-12,"Understanding thinning, supplying (gap filling), mulching, and other farm management practices for crop growth",true
Jss 2,Noel Term,9,Agricultural Science,"Pre-Planting Operations",11-12,"Learning site selection, land clearing, stumping, plotting, tilling, ploughing, harrowing, ridging, and seed selection",true
Jss 2,Noel Term,10,Agricultural Science,"Nursery and Nursery Practices",11-12,"Understanding nursery establishment, seedling care, transplanting techniques for successful crop establishment",true
Jss 2,Calvary Term,1,Agricultural Science,"Planting Operations",11-12,"Learning seed treatment methods, proper spacing, and planting techniques for different crops",true
Jss 2,Calvary Term,2,Agricultural Science,"Post-Planting Operations",11-12,"Understanding thinning, supplying, mulching, manuring, fertilizer application for crop development and growth",true
Jss 2,Calvary Term,3,Agricultural Science,"Harvesting: Timing and Methods",11-12,"Learning proper harvesting time, methods, and effects of timely versus late harvesting on crop quality",true
Jss 2,Calvary Term,4,Agricultural Science,"Post-Harvest Operations",11-12,"Understanding crop processing into useable forms, storage methods, and preservation techniques",true
Jss 2,Calvary Term,5,Agricultural Science,"Animal Feeds: Meaning and Types",11-12,"Learning about animal feed, types of feedstuffs: energy-yielding feeds and protein-yielding feeds",true
Jss 2,Calvary Term,6,Agricultural Science,"Feeding Tools and Equipment",11-12,"Understanding feeding tools like troughs, drinker sets; using feedstuffs to feed farm animals properly",true
Jss 2,Calvary Term,7,Agricultural Science,"Farm Animal Diseases and Causative Organisms",11-12,"Learning diseases caused by bacteria, fungi, viruses, protozoa, worms: mastitis, ringworm, foot-and-mouth, coccidiosis",true
Jss 2,Calvary Term,8,Agricultural Science,"Transmission and Symptoms of Animal Diseases",11-12,"Understanding modes of transmission (contact, vectors) and symptoms: fever, diarrhea, weight loss, reduced productivity",true
Jss 2,Calvary Term,9,Agricultural Science,"Effects and Control of Animal Diseases",11-12,"Learning disease effects on productivity; prevention through sanitation, medication, immunization, isolation",true
Jss 2,Calvary Term,10,Agricultural Science,"Visit to Abattoir and Meat Inspection",11-12,"Practical exposure to meat inspection, understanding disease identification and food safety in livestock production",true
Jss 2,Summer Term,1,Agricultural Science,"Fishery: Definition and Classification",11-12,"Understanding fishery; classifying fish by habitat (freshwater, saltwater) and morphology (bony, cartilaginous)",true
Jss 2,Summer Term,2,Agricultural Science,"Types of Aquatic Organisms",11-12,"Learning about shellfish (crab, prawn), reptiles (turtle, crocodile), mammals (hippopotamus, whale) in fisheries",true
Jss 2,Summer Term,3,Agricultural Science,"Uses of Fish and Fish Products",11-12,"Understanding fish as food source, income generation, protein supply, and other economic benefits",true
Jss 2,Summer Term,4,Agricultural Science,"Methods of Fishing",11-12,"Learning different fishing techniques using nets, hooks, baskets, and traps for catching fish",true
Jss 2,Summer Term,5,Agricultural Science,"Risk Factors in Fish Farming",11-12,"Understanding water pollution from chemicals, industrial effluents, and contamination from fishing chemicals",true
Jss 2,Summer Term,6,Agricultural Science,"Types of Forests in Nigeria",11-12,"Learning about mangrove forests (swampy), rainforests (many trees), derived forests (few trees) and their characteristics",true
Jss 2,Summer Term,7,Agricultural Science,"Forest Resources",11-12,"Understanding forest resources: trees, wildlife, fruits, herbs, shelter and their importance to humans",true
Jss 2,Summer Term,8,Agricultural Science,"Uses of Forest Resources",11-12,"Learning economic, environmental, and social uses of forest products like timber, fruits, medicinal herbs, wildlife",true
Jss 2,Summer Term,9,Agricultural Science,"Effects of Forest on Environment",11-12,"Understanding how forests influence climate, prevent erosion, purify air, provide habitat for wildlife and biodiversity",true
Jss 2,Summer Term,10,Agricultural Science,"Human Activities Affecting Forests",11-12,"Learning about deforestation, bush burning, hunting, farming activities that deplete forest resources and wildlife",true
Jss 2,Noel Term,1,Basic Science,"Living Things - Habitat and Adaptations",11-12,"Introduction to different habitats (terrestrial, aquatic, arboreal) and how organisms adapt to survive in their specific environments through structural and behavioral features",true
Jss 2,Noel Term,2,Basic Science,"Relationships Between Organisms in Habitats",11-12,"Study of ecological relationships including predator-prey, competition, symbiosis, and how organisms interact within their shared habitats",true
Jss 2,Noel Term,3,Basic Science,"Uniqueness of Human Beings",11-12,"Exploration of human intelligence skills including reasoning, problem-solving, observation, measurement, and inference that distinguish humans from other living things",true
Jss 2,Noel Term,4,Basic Science,"Growth and Development in Living Things",11-12,"Understanding indices of growth changes and developmental stages in humans from infancy through adolescence to adulthood, including temporary and permanent changes",true
Jss 2,Noel Term,5,Basic Science,"Chemicals - Meaning and Classification",11-12,"Introduction to chemicals, their classification based on use (pharmaceutical, agrochemical, industrial) and hazardous nature (toxic, non-toxic)",true
Jss 2,Noel Term,6,Basic Science,"Safety Measures in Chemical Use",11-12,"Learning proper handling, storage, and safety precautions when using chemicals including understanding safety signs and manufacturer instructions",true
Jss 2,Noel Term,7,Basic Science,"Work, Energy and Power",11-12,"Understanding the concepts of work, energy, and power including the relationship between them and basic calculations using the formula Power = Work done / Time",true
Jss 2,Noel Term,8,Basic Science,"Potential and Kinetic Energy",11-12,"Distinguishing between potential energy (stored energy) and kinetic energy (energy in motion) with practical examples and demonstrations",true
Jss 2,Noel Term,9,Basic Science,"Energy Transfer and Work Done",11-12,"Exploring how energy is transferred when work is done and applying formulas to calculate work done in different scenarios",true
Jss 2,Noel Term,10,Basic Science,"Kinetic Theory of Matter",11-12,"Understanding the assumptions of kinetic theory and using it to explain the molecular structure and behavior of solids, liquids, and gases",true
Jss 2,Calvary Term,1,Basic Science,"Kinetic Theory - States of Matter",11-12,"Detailed explanation of how kinetic theory accounts for the properties and differences between solids, liquids, and gases based on molecular arrangement and movement",true
Jss 2,Calvary Term,2,Basic Science,"Boiling and Evaporation",11-12,"Distinguishing between boiling and evaporation processes using kinetic theory and understanding the molecular changes during phase transitions",true
Jss 2,Calvary Term,3,Basic Science,"Factors Affecting Evaporation",11-12,"Investigating factors that influence the rate of evaporation including temperature, surface area, humidity, and air movement",true
Jss 2,Calvary Term,4,Basic Science,"Heat Flow and Transfer",11-12,"Understanding that heat flows from hot bodies to cold bodies when in contact and introduction to the three methods of heat transfer",true
Jss 2,Calvary Term,5,Basic Science,"Heat Conduction",11-12,"Exploring heat transfer through conduction in solids, identifying good and poor conductors, and practical applications of conduction",true
Jss 2,Calvary Term,6,Basic Science,"Heat Convection",11-12,"Understanding heat transfer through convection in fluids (liquids and gases), observing convection currents, and applications in daily life",true
Jss 2,Calvary Term,7,Basic Science,"Heat Radiation",11-12,"Learning about heat transfer through radiation without a medium, understanding factors affecting radiation, and practical applications",true
Jss 2,Calvary Term,8,Basic Science,"Crude Oil - Formation and Meaning",11-12,"Introduction to crude oil and petrochemicals, their formation, composition, and significance as natural resources",true
Jss 2,Calvary Term,9,Basic Science,"Refining of Crude Oil",11-12,"Understanding the fractional distillation process used to refine crude oil into various useful products like petrol, kerosene, and diesel",true
Jss 2,Calvary Term,10,Basic Science,"Uses and Importance of Crude Oil",11-12,"Exploring the various uses of petroleum products and the economic importance of crude oil to Nigeria and global development",true
Jss 2,Summer Term,1,Basic Science,"Biodiversity in Different Habitats",11-12,"Exploring the variety of living organisms found in different habitats and the importance of biodiversity for ecosystem balance",true
Jss 2,Summer Term,2,Basic Science,"Conservation of Habitats",11-12,"Understanding threats to habitats including pollution and deforestation, and methods of habitat conservation and environmental protection",true
Jss 2,Summer Term,3,Basic Science,"Human Impact on Environment",11-12,"Examining how human activities affect the environment both positively and negatively, including pollution, urbanization, and conservation efforts",true
Jss 2,Summer Term,4,Basic Science,"Measurement and Scientific Skills",11-12,"Practical application of measurement skills including length, mass, time, and temperature using appropriate instruments and units",true
Jss 2,Summer Term,5,Basic Science,"Chemical Safety in the Laboratory",11-12,"Hands-on practice with laboratory safety rules, proper labeling and storage of chemicals, and emergency procedures",true
Jss 2,Summer Term,6,Basic Science,"Energy Conservation",11-12,"Understanding the principle of conservation of energy, energy efficiency, and ways to reduce energy waste in daily activities",true
Jss 2,Summer Term,7,Basic Science,"Sources of Energy",11-12,"Identifying renewable and non-renewable energy sources including solar, wind, fossil fuels, and their advantages and disadvantages",true
Jss 2,Summer Term,8,Basic Science,"Heat and Temperature",11-12,"Distinguishing between heat and temperature, understanding thermometers and temperature scales (Celsius, Fahrenheit), and practical measurements",true
Jss 2,Summer Term,9,Basic Science,"Applications of Heat Transfer",11-12,"Real-world applications of conduction, convection, and radiation in cooking, heating systems, insulation, and industrial processes",true
Jss 2,Summer Term,10,Basic Science,"Petrochemicals and Modern Life",11-12,"Exploring the wide range of petrochemical products (plastics, cosmetics, medicines) and their impact on modern society and environment",true
Jss 2,Noel Term,1,Basic Technology,"First Aid - Meaning and Materials",11-12,"Introduction to first aid, understanding what it means to provide immediate care before professional medical help arrives, and identifying contents of a first aid box including bandages, cotton wool, antiseptics, plasters, scissors, and thermometer",true
Jss 2,Noel Term,2,Basic Technology,"Application of Simple First Aid",11-12,"Practical lessons on applying basic first aid measures for minor injuries like cuts, bruises, burns, and sprains, learning proper techniques for cleaning wounds and applying bandages",true
Jss 2,Noel Term,3,Basic Technology,"ABC of First Aid - Airways, Bleeding, Circulation",11-12,"Learning the fundamental ABC approach to first aid: ensuring clear Airways for breathing, controlling Bleeding and dealing with Breaks (fractures), and checking Circulation through pulse monitoring",true
Jss 2,Noel Term,4,Basic Technology,"Application of ABC First Aid to Accident Victims",11-12,"Practical application of ABC first aid principles to help victims of common workshop accidents and road accidents, understanding priority actions and safety procedures when assisting injured persons",true
Jss 2,Noel Term,5,Basic Technology,"Rescue Operations - Meaning and Aspects",11-12,"Understanding what rescue operations entail, learning about different aspects including securing the accident environment, protecting vehicles involved, and ensuring safety of victims before providing assistance",true
Jss 2,Noel Term,6,Basic Technology,"Steps in Rescue Operations",11-12,"Learning the sequential steps involved in conducting effective rescue operations including scene assessment, calling for help, securing the area with caution signs, and safely extracting victims",true
Jss 2,Noel Term,7,Basic Technology,"Materials and Their Common Uses - Wood",11-12,"Exploring common uses of wood materials in everyday life including furniture making, building construction, tool handles, and decorative items, understanding wood as a versatile natural material",true
Jss 2,Noel Term,8,Basic Technology,"Materials and Their Uses - Metals and Alloys",11-12,"Understanding specific uses of ferrous metals (containing iron) and non-ferrous metals (brass, bronze, aluminum, copper) and their alloys in household utensils, vehicles, ships, decorations, and ammunition",true
Jss 2,Noel Term,9,Basic Technology,"Materials and Their Uses - Ceramics, Glass, Rubber",11-12,"Exploring uses of ceramics in tiles and household utensils, glass in windows and containers, and rubber in tires, tubes, and footwear, understanding their unique properties and applications",true
Jss 2,Noel Term,10,Basic Technology,"Materials and Their Uses - Plastics",11-12,"Learning about various plastic products like buckets, bottles, containers, and their widespread use in modern life, understanding advantages of plastics including durability, light weight, and water resistance",true
Jss 2,Calvary Term,1,Basic Technology,"Geometric Construction - Parts of a Circle",11-12,"Understanding and identifying parts of a circle including diameter, radius, chord, sector, quadrant, circumference, and arc, learning to define and draw these components accurately",true
Jss 2,Calvary Term,2,Basic Technology,"Circle Drawing and Division",11-12,"Using drawing instruments (set squares, tee square, compasses) to draw circles and divide them into 4, 8, and 12 equal parts, developing precision and accuracy in technical drawing",true
Jss 2,Calvary Term,3,Basic Technology,"Construction of Tangents and Normals to Circles",11-12,"Learning to construct tangents (lines touching circle at one point) and normals (perpendicular to tangent) to a circle: tangent at a point on the circle, from a point outside, and to two equal circles",true
Jss 2,Calvary Term,4,Basic Technology,"Triangles - Types and Construction",11-12,"Defining, identifying, and constructing various types of triangles including right-angled, equilateral, isosceles, and scalene triangles using appropriate drawing instruments and techniques",true
Jss 2,Calvary Term,5,Basic Technology,"Inscribed and Circumscribed Circles to Triangles",11-12,"Learning to construct circles inscribed inside triangles (touching all three sides) and circles circumscribed around triangles (passing through all three vertices) using compass and ruler",true
Jss 2,Calvary Term,6,Basic Technology,"Polygons - Definition and Construction",11-12,"Understanding regular polygons (equal sides and angles) and irregular polygons, learning to construct pentagon (5 sides), hexagon (6 sides), heptagon (7 sides), and octagon (8 sides) using general and specific methods",true
Jss 2,Calvary Term,7,Basic Technology,"Plane Figures - Construction and Equal Areas",11-12,"Identifying and constructing regular plane figures, learning to construct triangles and rectangles of equal areas, and squares and rectangles of equal areas through geometric methods",true
Jss 2,Calvary Term,8,Basic Technology,"Areas of Regular Plane Figures",11-12,"Learning to calculate and determine the areas of regular plane figures including triangles, rectangles, and squares using mathematical formulas and geometric principles",true
Jss 2,Calvary Term,9,Basic Technology,"Enlargement and Reduction of Plane Figures",11-12,"Learning techniques to enlarge and reduce plane figures (triangles, rectangles, squares) in given ratios using two methods: length of sides method and radial line method for scaling drawings",true
Jss 2,Calvary Term,10,Basic Technology,"Woodwork Machines - Types and Uses",11-12,"Identifying various woodwork machines including portable power tools (belt sander, hand drill, fret saw) and stationary machines (circular saw, band saw, wood lathe, surface planer, thickness planer, sanders)",true
Jss 2,Summer Term,1,Basic Technology,"Woodwork Machine Operations",11-12,"Learning to carry out simple operations like cutting and boring wood using woodwork machines safely, understanding functions of different machines and practicing basic woodworking techniques under supervision",true
Jss 2,Summer Term,2,Basic Technology,"Care and Maintenance of Woodwork Machines",11-12,"Understanding proper care and maintenance procedures for woodwork machines including cleaning, lubrication, blade sharpening, and safety checks to ensure longevity and safe operation",true
Jss 2,Summer Term,3,Basic Technology,"Metalwork Machines - Types and Uses",11-12,"Identifying various metalwork machines including centre lathe, power hacksaw, pedestal drilling machine, milling machine, shaping machine, and grinding machine, understanding their specific functions and applications",true
Jss 2,Summer Term,4,Basic Technology,"Metalwork Machine Operations and Maintenance",11-12,"Learning to perform simple operations (cutting and drilling metals) using metalwork machines safely, and understanding care and maintenance procedures for these machines in the workshop",true
Jss 2,Summer Term,5,Basic Technology,"Belt and Chain Drives - Principles and Applications",11-12,"Understanding belt drives (using belts to transfer power) and chain drives (using chains like in bicycles and motorcycles), learning their working principles, applications in machines like fans, grinders, and sewing machines",true
Jss 2,Summer Term,6,Basic Technology,"Advantages and Disadvantages of Belt and Chain Drives",11-12,"Analyzing the advantages (smooth operation, shock absorption) and disadvantages (slippage in belts, noise in chains, maintenance needs) of belt and chain drive systems in various machines",true
Jss 2,Summer Term,7,Basic Technology,"Hydraulic and Pneumatic Machines - Components",11-12,"Identifying hydraulic machines (using liquid pressure like hydraulic jacks, force pumps) and pneumatic machines (using air pressure like air compressors, spray guns), learning about their main components",true
Jss 2,Summer Term,8,Basic Technology,"Working Principles of Hydraulic and Pneumatic Devices",11-12,"Understanding how hydraulic devices work using Pascal's principle (pressure transmitted through liquids) and pneumatic devices work using compressed air, exploring their uses in industry and everyday applications",true
Jss 2,Summer Term,9,Basic Technology,"Gears - Types, Uses and Gear Ratios",11-12,"Learning about different types of gears (internal, external, bevel gears), their uses in power transmission, changing direction, and selecting speed, calculating gear ratios and understanding their relationship to speed of rotation",true
Jss 2,Summer Term,10,Basic Technology,"Functions of Lubricants and Gear Construction",11-12,"Understanding why lubricants are essential in gears and moving parts (reducing friction, preventing wear, heat dissipation), and practical construction of simple gears using cardboard or wood",true
Jss 2,Noel Term,1,Civic Education,"National Values - Integrity: Meaning and Attributes",11-12,"Understanding integrity as adherence to moral and ethical principles, learning attributes including probity (honesty in dealings), honesty, truthfulness, fair-play, contentment, and non-compromise of principles",true
Jss 2,Noel Term,2,Civic Education,"Integrity - People of Integrity and Their Impact",11-12,"Identifying examples of people of integrity in society and the community, understanding the need for integrity in achieving community development, peaceful coexistence, and serving as role models for young people",true
Jss 2,Noel Term,3,Civic Education,"National Values - Contentment: Meaning and Attributes",11-12,"Understanding contentment as being satisfied with what one has, learning attributes including satisfaction, lack of envy, rejection of greed and corruption, humility, and appreciating one's current circumstances",true
Jss 2,Noel Term,4,Civic Education,"Contentment - Effects of Lack of Contentment",11-12,"Examining the negative effects of lack of contentment on society including corruption, greed, envy, theft, prostitution, robbery, cheating, and other social vices, learning proverbs and adages that promote contentment",true
Jss 2,Noel Term,5,Civic Education,"National Values - Discipline: Meaning and Attributes",11-12,"Understanding discipline as controlled behavior and obedience to rules, learning attributes including self-control, moderation, modesty, respect for legitimate authority, respect for rules and regulations, perseverance, and dedication",true
Jss 2,Noel Term,6,Civic Education,"Discipline - Benefits and Consequences of Indiscipline",11-12,"Understanding the benefits of disciplined behavior for individuals and society, examining the consequences of indiscipline including social disorder, academic failure, criminal behavior, and loss of opportunities",true
Jss 2,Noel Term,7,Civic Education,"National Values - Courage: Meaning and Types",11-12,"Understanding courage as the ability to face danger or difficulty despite fear, identifying types of courage including physical courage (facing physical danger), moral courage (standing for what is right), and religious courage (standing for faith)",true
Jss 2,Noel Term,8,Civic Education,"Courage - Attributes of Courageous Individuals",11-12,"Learning attributes of courageous individuals and societies including bravery, determination, standing up for truth and justice, facing fears, defending the weak, and maintaining principles despite opposition or pressure",true
Jss 2,Noel Term,9,Civic Education,"Nigeria as a Federation - Meaning and Need",11-12,"Understanding federation as a system of government where power is divided between central and regional governments, learning the needs for federation including national integration, unity in diversity, and controlling activities of states",true
Jss 2,Noel Term,10,Civic Education,"Characteristics of a Federation",11-12,"Learning key characteristics of federal systems including sharing of powers between central and state governments, states having constitutionally defined control over their affairs, constitutional framework, and balance of power",true
Jss 2,Calvary Term,1,Civic Education,"Three Tiers of Government in Nigeria",11-12,"Understanding the three levels of government in Nigeria: Federal Government (national level), State Government (regional level), and Local Government (grassroots level), and their constitutional roles and responsibilities",true
Jss 2,Calvary Term,2,Civic Education,"Relationship Among Federal, State and Local Governments",11-12,"Understanding the nature of relationships among the three tiers including performing functions according to constitutional provisions, power to legislate, executive functions, and providing forms of governance at different levels",true
Jss 2,Calvary Term,3,Civic Education,"Differences Among Three Tiers of Government",11-12,"Learning differences in functions, legislative powers, executive powers between Federal, State and Local Governments, understanding exclusive powers (only federal), concurrent powers (shared), and residual powers (state-specific)",true
Jss 2,Calvary Term,4,Civic Education,"The Rule of Law - Meaning and Benefits",11-12,"Understanding law as rules governing society and rule of law as principle that everyone is subject to law, learning benefits of rule of law over arbitrary rule including justice, fairness, protection of rights, and orderly society",true
Jss 2,Calvary Term,5,Civic Education,"Punishment for Breaking the Law",11-12,"Learning about offences under the law and their punishments, understanding that legal consequences apply to all lawbreakers regardless of status, exploring common offences like theft, assault, fraud, and their legal penalties",true
Jss 2,Calvary Term,6,Civic Education,"Equality Before the Law",11-12,"Understanding the principle 'the law is no respecter of persons' meaning all citizens are equal before the law regardless of wealth, position, religion, or ethnicity, learning about fair trial and equal justice",true
Jss 2,Calvary Term,7,Civic Education,"Protection of Human Rights - Ways and Methods",11-12,"Learning ways of protecting human rights including representing affected persons in court, protest marches, media coverage, hunger strikes, and drawing public attention to human rights violations",true
Jss 2,Calvary Term,8,Civic Education,"Groups That Protect Human Rights",11-12,"Identifying groups that assist in protecting citizens' human rights including Civil Society Organizations (CLO, CDHR, CRP), trade unions, student unions, ethnic associations, and Legal Aid Council, understanding their roles",true
Jss 2,Calvary Term,9,Civic Education,"Consumer Rights - Universal Rights",11-12,"Learning the eight universal consumer rights including right to satisfaction of basic needs, safety, information, choice, redress, consumer education, representation/be heard, and healthy environment",true
Jss 2,Calvary Term,10,Civic Education,"Consumer Responsibilities",11-12,"Understanding consumer responsibilities including being aware of rights, demanding and keeping proofs of transactions (receipts, invoices, warranties), thinking independently, speaking out against injustice, and respecting the environment",true
Jss 2,Summer Term,1,Civic Education,"Democracy - Meaning and Features",11-12,"Understanding democracy as government of the people, by the people, for the people, learning key features including popular participation, rule of law, free and fair elections, separation of powers, and protection of rights",true
Jss 2,Summer Term,2,Civic Education,"Democratic Institutions and Their Functions",11-12,"Identifying democratic institutions in Nigeria including INEC (conducting elections), political parties (organizing politics), pressure groups (influencing policy), and three arms of government (legislature, executive, judiciary) with their functions",true
Jss 2,Summer Term,3,Civic Education,"Importance and Benefits of Democracy",11-12,"Learning the benefits of democracy to citizens and the nation including political freedom, protection of rights, accountability of leaders, citizen participation in governance, peaceful change of government, and development",true
Jss 2,Summer Term,4,Civic Education,"Pillars of Democracy",11-12,"Understanding the pillars that support democracy including the people (citizens as foundation), democratic institutions, rule of law, transparent electoral process, majority rule with minority rights protection, and free press",true
Jss 2,Summer Term,5,Civic Education,"Elections - Concepts and Types",11-12,"Understanding election (process of choosing leaders by voting), voter (person eligible to vote), and voting (act of casting ballot), differentiating between types of elections including general, by-election, primary, local, and referendum",true
Jss 2,Summer Term,6,Civic Education,"Qualifications for Election and Voter Responsibilities",11-12,"Learning basic qualifications for candidates seeking election including age, citizenship, education, mental soundness, and understanding voter responsibilities including registering, voting peacefully, reporting malpractice, and accepting results",true
Jss 2,Summer Term,7,Civic Education,"Voting Procedures and Importance of Elections",11-12,"Learning the step-by-step procedure for voting including voter registration, collection of voter cards, accreditation, casting votes, and vote counting, understanding why elections are important for democracy and good governance",true
Jss 2,Summer Term,8,Civic Education,"Electoral Malpractices - Meaning and Forms",11-12,"Understanding electoral malpractice as illegal actions during elections, identifying forms including fake ballot papers, vote manipulation, multiple voting, underage voting, thuggery, intimidation, financial inducement, and ballot box snatching",true
Jss 2,Summer Term,9,Civic Education,"Causes and Consequences of Electoral Malpractices",11-12,"Examining causes of electoral malpractices like greed, desperation for power, weak institutions, poverty, and voter apathy, understanding consequences including electoral violence, illegitimate government, loss of trust, and political instability",true
Jss 2,Summer Term,10,Civic Education,"Preventing Electoral Malpractices",11-12,"Learning measures to prevent electoral malpractices including voter education, strengthening INEC, enforcing electoral laws, ensuring security at polling units, transparent processes, citizen vigilance, and reporting suspicious activities",true
Jss 2,Noel Term,1,Computer Studies,"Computer Software - Types and Examples",11-12,"Understanding the definition of software and distinguishing between system software (operating systems) and application software (word processing, spreadsheet, graphics)",true
Jss 2,Noel Term,2,Computer Studies,"Operating Systems",11-12,"Learning about operating systems including DOS, Windows, Linux, and Unix, and understanding their functions such as resource allocation, monitoring, and utilities",true
Jss 2,Noel Term,3,Computer Studies,"Units of Storage in Computer",11-12,"Understanding computer storage units including nibble, byte, kilobyte, megabyte, and gigabyte, and learning to convert between different units",true
Jss 2,Noel Term,4,Computer Studies,"Computer Programming Languages",11-12,"Introduction to computer programs and programming languages such as Logo and BASIC, understanding what makes a programming language",true
Jss 2,Noel Term,6,Computer Studies,"Writing Simple BASIC Programs",11-12,"Practical experience in writing, running, and debugging simple BASIC programs using basic statements and commands",true
Jss 2,Noel Term,7,Computer Studies,"Computer Ethics and Responsible Use",11-12,"Learning responsible ways of using computers and the internet including proper maintenance, avoiding liquid damage, using dust covers, and email etiquette",true
Jss 2,Noel Term,8,Computer Studies,"Safety Measures When Using Computers",11-12,"Understanding safety precautions including proper sitting posture, anti-glare protectors, monitor positioning, room illumination, and maintaining dust-free environment",true
